timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
228728190,228714028,466953,-0.0631388,0.123258874,0.4758836,3
228832185,228785528,466953,-0.05462174,0.117002726,0.48019585,3
228871189,228857027,466953,-0.049244072,0.11184828,0.48188254,3
228975190,228928531,466953,-0.050885223,0.10780669,0.4820624,3
229014204,229000029,466953,-0.05879211,0.10940169,0.49288926,3
229118176,229071528,466953,-0.07497951,0.11124576,0.47006908,3
229157187,229143035,466953,-0.08762084,0.114892766,0.47382087,3
229261182,229214528,466953,-0.074669,0.11857695,0.47566825,3
229300180,229286029,466953,-0.06283875,0.12477863,0.47434872,3
229404204,229357532,466953,-0.05808771,0.13179296,0.47450578,3
229443182,229429027,466953,-0.05638343,0.1376537,0.47481832,3
229547180,229500529,466953,-0.056555398,0.13523258,0.47430593,3
229586185,229572027,466953,-0.0713367,0.1292432,0.4643371,3
229690190,229643531,466953,-0.081239864,0.12824488,0.4717702,3
229729186,229715029,466953,-0.07246129,0.12748328,0.47423792,3
229833176,229786528,466953,-0.06159776,0.12883091,0.47573313,3
229872186,229858030,466953,-0.056141283,0.12934415,0.47678623,3
229976185,229929530,466953,-0.055227123,0.1276778,0.47716773,3
230015186,230001029,466953,-0.05992519,0.1271087,0.48612007,3
230119180,230072529,466953,-0.071531035,0.12486995,0.46653095,3
230158181,230144027,466953,-0.08048618,0.1265525,0.47292086,3
230262205,230215684,466953,-0.06996145,0.1249357,0.47508568,3
230301188,230287027,466953,-0.06129072,0.12396063,0.47696504,3
230405187,230358529,466953,-0.060109954,0.12649529,0.47610873,3
230444211,230430035,466953,-0.060553893,0.1279279,0.47596475,3
230548195,230501528,466953,-0.06486958,0.1272716,0.47526962,3
230587176,230573029,466953,-0.06836277,0.12304753,0.47729832,3
230691190,230644528,466953,-0.06932864,0.1201866,0.4777639,3
230730185,230716035,466953,-0.06948703,0.11639523,0.47850394,3
230834199,230787587,466953,-0.06636758,0.11592413,0.4798916,3
230873194,230859028,466953,-0.06611877,0.11833268,0.47827503,3
230977183,230930532,466953,-0.069640756,0.118698254,0.4729699,3
231016184,231002027,466953,-0.084306106,0.124131545,0.47207063,3
231120186,231073529,466953,-0.076536536,0.12453583,0.47506753,3
231159181,231145029,466953,-0.06494976,0.124985814,0.4769828,3
231263199,231216530,466953,-0.057486236,0.12010551,0.47926942,3
231302184,231288029,466953,-0.05266141,0.11639625,0.48034024,3
231406184,231359528,466953,-0.051829364,0.11679294,0.4804683,3
231445192,231431029,466953,-0.052812092,0.11862972,0.48013863,3
231549211,231502532,466953,-0.056228444,0.11688093,0.47988284,3
231588174,231574027,466953,-0.059763692,0.11285256,0.4800126,3
231692188,231645529,466953,-0.060894664,0.11619173,0.4788347,3
231731186,231717027,466953,-0.06342288,0.119015485,0.47688895,3
