timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
284977089,0,0,0,0,0
285482901,0,0,0,0,0
285988899,0,0,0,0,0
286494900,0,0,0,0,0
287000907,0,0,0,0,0
287507211,0,0,0,0,0
288012899,0,0,0,0,0
288518919,0,0,0,0,0
289024933,0,0,0,0,0
289530899,0,0,0,0,0
290037150,0,0,0,0,0
290542935,0,0,0,0,0
291048934,0,0,0,0,0
291554953,0,0,0,0,0
292060936,0,0,0,0,0
292567880,0,0,0,0,0
293073986,0,0,0,0,0
293579904,0,0,0,0,0
294086016,0,0,0,0,0
294592388,0,0,0,0,0
295097881,0,0,0,0,0
295604074,0,0,0,0,0
296109882,0,0,0,0,0
296616381,0,0,0,0,0
297122448,0,0,0,0,0
297627881,0,0,0,0,0
298134002,0,0,0,0,0
298640913,0,0,0,0,0
299147193,0,0,0,0,0
299652968,0,0,0,0,0
300158907,0,0,0,0,0
300664881,0,0,0,0,0
301170912,0,0,0,0,0
301677126,0,0,0,0,0
302182906,0,0,0,0,0
303194880,0,0,0,0,0
303700899,0,0,0,0,0
304207205,0,0,0,0,0
304713970,0,0,0,0,0
305219901,0,0,0,0,0
305725993,0,0,0,0,0
306737898,0,0,0,0,0
307244174,0,0,0,0,0
307749905,0,0,0,0,0
308256099,0,0,0,0,0
308762882,0,0,0,0,0
309268879,0,0,0,0,0
309774880,0,0,0,0,0
310280880,0,0,0,0,0
310787159,0,0,0,0,0
311292901,0,0,0,0,0
311798879,0,0,0,0,0
312304881,0,0,0,0,0
312810907,0,0,0,0,0
313317087,0,0,0,0,0
313822880,0,0,0,0,0
314328903,0,0,0,0,0
314834880,0,0,0,0,0
315340894,0,0,0,0,0
316352933,0,0,0,0,0
316858882,0,0,0,0,0
317364881,0,0,0,0,0
318377122,0,0,0,0,0
318882882,0,0,0,0,0
319388878,0,0,0,0,0
319894880,0,0,0,0,0
320400880,0,0,0,0,0
320907184,0,0,0,0,0
321412880,0,0,0,0,0
321918879,0,0,0,0,0
322424879,0,0,0,0,0
322930909,0,0,0,0,0
323437095,0,0,0,0,0
323942885,0,0,0,0,0
324448978,0,0,0,0,0
324954883,0,0,0,0,0
325460916,0,0,0,0,0
325967201,0,0,0,0,0
326472940,0,0,0,0,0
326978880,0,0,0,0,0
327484880,0,0,0,0,0
327990907,0,0,0,0,0
328497120,0,0,0,0,0
329002882,0,0,0,0,0
330014880,0,0,0,0,0
330520880,0,0,0,0,0
331027152,0,0,0,0,0
331532880,0,0,0,0,0
332038881,0,0,0,0,0
332544906,0,0,0,0,0
333050891,0,0,0,0,0
333558881,0,0,0,0,0
334064880,0,0,0,0,0
334570880,0,0,0,0,0
335077111,0,0,0,0,0
335584170,0,0,0,0,0
336090900,0,0,0,0,0
336597881,0,0,0,0,0
337104214,0,0,0,0,0
337609880,0,0,0,0,0
338116069,0,0,0,0,0
338622509,0,0,0,0,0
339127880,0,0,0,0,0
339633982,0,0,0,0,0
340139963,0,0,0,0,0
340646509,0,0,0,0,0
341152880,0,0,0,0,0
341658881,0,0,0,0,0
342164880,0,0,0,0,0
342670896,0,0,0,0,0
343177880,0,0,0,0,0
343684077,0,0,0,0,0
344189880,0,0,0,0,0
344697093,0,0,0,0,0
345204395,0,0,0,0,0
345710907,0,0,0,0,0
346217133,0,0,0,0,0
346722919,0,0,0,0,0
347228947,0,0,0,0,0
347734917,0,0,0,0,0
348240900,0,0,0,0,0
348747901,0,0,0,0,0
349254881,0,0,0,0,0
349760893,0,0,0,0,0
350774120,0,0,0,0,0
351280894,0,0,0,0,0
351787152,0,0,0,0,0
352292929,0,0,0,0,0
352798902,0,0,0,0,0
353304900,0,0,0,0,0
353812641,0,0,0,0,0
354317881,0,0,0,0,0
354826115,0,0,0,0,0
355837883,0,0,0,0,0
356344881,0,0,0,0,0
356850880,0,0,0,0,0
357357091,0,0,0,0,0
357864218,0,0,0,0,0
358370880,0,0,0,0,0
359386331,0,0,0,0,0
359887907,0,0,0,0,0
