timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
254550809,254550671,-0.5660482,0.05523526,-0.027048068,0.82207483,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
255050813,255050671,-0.5579205,0.057542432,-0.01401878,0.82777846,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
255550809,255550671,-0.54937035,0.03361001,0.0029503936,0.8348976,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
256050814,256050671,-0.5450785,0.028760208,0.017761923,0.83770335,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
256550816,256550672,-0.5547615,0.028184857,0.0006781771,0.83153164,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
257550814,257550671,-0.5717454,0.021610918,0.0101171285,0.82008404,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
258050812,258050671,-0.56987655,-0.02255886,0.019941779,0.82117856,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
258550818,258550671,-0.5599789,0.0058506457,-0.011484198,0.82840663,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
259050813,259050671,-0.55813664,0.0073610945,-0.022107167,0.8294219,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
259550816,259550671,-0.5592508,0.026701523,-0.014229682,0.8284462,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
260050814,260050671,-0.56336284,0.040133238,-0.01167173,0.82515174,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
260550816,260550671,-0.5528831,0.03383906,-0.0067586666,0.83254397,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
261050813,261050671,-0.5442496,0.03370249,-0.032797974,0.8376043,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
261550813,261550671,-0.5616269,0.034589164,0.012598182,0.82657135,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
262050813,262050671,-0.5622347,0.025500746,0.032138877,0.8259594,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
262550816,262550672,-0.5684546,0.030416785,0.02592267,0.8217434,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
263050806,263050671,-0.57576,0.030280653,0.022285953,0.81675386,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
263550812,263550671,-0.5810579,0.03526017,0.00095431955,0.81309754,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
264050816,264050671,-0.57613873,0.03013111,-0.00026980828,0.8167963,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
264550808,264550671,-0.5562827,0.06072575,0.054924622,0.8269494,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
265050813,265050671,-0.55312943,0.049689133,0.04385621,0.83045506,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
265550822,265550672,-0.5552259,0.038976375,0.009919082,0.8307266,0.9998223,-7.518711e-10,-7.540098e-10,-0.018850928,3
